#OTU ID	A11	A21	A31	A41	A51	B11	B21	B31	B41	B51	C11	C21	C31	C41	C51	D11	D21	D31	D41	D51	E11	E21	E31	E51	F11	F21	F31	F41	F51
ASV_115	381	285	427	57	203	102	1223	105	163	850	5	0	7	14	8	67	7	171	82	15	32	220	81	37	69	18	25	10	169
ASV_116	311	858	213	339	361	275	95	85	182	222	41	136	151	58	27	34	25	16	17	44	6	6	86	25	11	4	8	3	7
ASV_117	17	39	109	37	26	1251	17	19	811	7	14	56	2	0	27	4	2	4	7	15	0	0	30	6	7	15	6	0	0
ASV_118	73	296	360	106	341	151	27	814	244	294	17	348	17	123	19	0	5	43	0	15	15	12	55	22	153	37	53	29	3
ASV_119	17	140	59	27	56	75	41	58	59	91	142	139	116	352	272	135	60	117	273	29	58	112	5	74	76	70	130	124	43
ASV_12	265	819	1498	705	1741	870	637	941	6315	1631	885	1830	2008	1921	2823	2362	1064	1108	808	2482	463	1147	535	1067	1238	764	777	930	927
ASV_120	215	0	987	885	0	169	1577	43	459	781	2	202	17	17	0	0	2	0	430	0	0	3	0	0	157	0	0	0	0
ASV_121	199	109	42	206	220	18	68	97	9	123	65	146	131	41	65	52	87	47	41	100	73	84	126	68	76	37	122	56	106
ASV_122	1425	16	84	3	13	18	576	3196	19	251	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_123	0	0	0	0	0	0	0	0	0	0	5	3	0	345	15	0	0	0	525	18	605	598	161	163	33	0	289	52	10
ASV_124	1001	179	126	180	144	177	882	128	185	305	31	7	10	65	4	182	5	70	75	44	29	189	40	6	69	22	11	20	40
ASV_125	17	78	33	60	62	40	24	39	142	76	198	119	188	72	149	49	119	159	150	35	102	81	5	77	120	206	175	167	136
ASV_126	23	144	142	47	131	115	112	108	163	134	270	189	203	359	360	299	102	206	297	80	73	143	15	139	149	92	186	190	103
ASV_127	10	136	75	90	62	18	3	124	3	7	0	10	215	41	0	0	129	0	7	313	47	28	10	207	40	834	14	383	43
ASV_128	33	324	255	233	331	186	140	248	580	338	542	381	532	308	436	335	410	373	454	180	259	338	30	213	335	555	500	566	475
ASV_129	156	160	356	223	207	311	112	198	204	185	108	143	111	89	84	110	55	43	61	71	55	307	166	62	131	162	133	164	73
ASV_13	103	487	402	269	367	195	123	271	333	352	4156	1717	2725	1432	3344	823	1820	2088	2364	796	2365	2096	560	1923	2665	2472	3104	2629	1681
ASV_130	13	51	67	33	30	58	44	50	59	76	198	146	161	441	233	157	47	187	334	29	99	158	35	74	76	114	92	82	37
ASV_131	7	109	0	3	0	1198	7	0	1162	0	48	33	45	126	11	445	60	54	44	112	55	12	25	0	40	275	8	13	379
ASV_132	10	55	50	27	36	31	27	46	305	87	272	212	339	215	417	85	85	121	89	53	52	96	5	52	218	125	89	79	63
ASV_133	480	733	276	469	944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_134	467	16	699	50	62	328	916	97	0	2317	0	0	0	3	0	0	2	0	0	0	0	0	10	0	0	0	0	0	0
ASV_135	13	35	42	7	59	31	17	70	278	80	205	192	351	178	432	76	85	132	102	100	87	109	30	55	244	147	86	101	46
ASV_136	70	8	0	0	0	0	10	50	19	0	5	0	0	10	0	27	0	51	0	3	838	0	136	185	0	202	0	49	139
ASV_137	176	850	372	266	292	666	48	120	521	171	22	7	5	24	4	27	152	113	20	62	0	9	86	0	25	7	42	49	50
ASV_138	0	35	42	40	46	35	20	39	117	94	75	133	156	174	249	182	57	82	65	83	44	105	25	62	120	73	108	88	53
ASV_139	66	82	163	120	167	71	92	132	740	236	31	86	114	103	103	108	65	43	44	80	15	37	0	40	84	92	64	98	53
ASV_14	0	0	0	0	0	0	0	0	0	0	68	0	5	1784	38	4	2	19	2749	106	6493	5165	6074	3970	197	4	1158	118	40
ASV_140	404	495	8	692	0	177	1349	1367	25	7	5	0	2	3	11	79	5	4	0	3	3	65	0	3	4	162	0	0	7
ASV_141	0	0	0	0	0	40	0	0	0	0	0	0	0	0	4	0	12	0	0	0	9	16	10	986	40	242	0	1087	13
ASV_142	669	51	71	166	75	31	542	54	302	47	0	20	7	7	0	97	2	43	0	18	0	68	20	22	40	22	6	0	0
ASV_143	275	78	301	396	59	603	525	349	114	287	0	3	0	10	0	11	0	39	0	0	6	34	10	9	18	7	6	0	27
ASV_144	96	62	180	106	69	164	10	182	99	11	7	10	15	0	8	2	85	16	123	53	55	6	15	15	153	132	31	43	153
ASV_145	1822	199	4	216	361	0	51	178	6	69	22	7	0	0	0	189	50	8	208	71	6	0	10	12	109	312	0	0	10
ASV_146	583	125	25	842	52	31	1039	538	9	810	46	109	42	99	34	58	127	70	140	115	44	43	91	25	116	66	164	16	30
ASV_147	96	932	8	47	26	129	1138	794	3	105	43	36	27	7	77	310	87	101	259	74	38	124	5	43	84	698	930	69	30
ASV_148	3	51	4	13	16	31	0	112	0	44	113	222	148	133	57	40	5	54	136	24	265	87	600	0	0	7	3	95	76
ASV_149	152	168	222	57	167	67	7	105	31	134	246	20	22	17	4	18	75	31	157	153	346	31	333	166	33	151	19	111	50
ASV_15	689	986	1741	439	1843	1482	269	1220	937	592	1140	597	729	1224	914	3234	1489	1357	733	1851	1661	2468	1720	1948	910	804	947	1365	1335
ASV_150	0	0	0	0	0	0	0	0	0	0	10	0	2	267	8	0	0	8	338	0	582	431	106	157	40	0	183	20	3
ASV_151	782	187	222	196	154	129	593	116	167	298	29	7	17	31	0	184	2	47	58	88	17	143	40	28	127	22	14	62	43
ASV_152	83	113	46	502	157	129	44	147	123	607	133	30	15	62	84	38	62	35	14	24	79	9	50	55	62	44	42	52	10
ASV_153	719	70	159	978	16	129	347	167	37	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_154	7	16	8	10	10	9	0	15	28	18	393	70	185	120	367	31	80	187	211	9	198	102	5	120	167	202	297	134	80
ASV_155	510	160	406	599	341	293	399	167	287	385	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_156	490	74	423	269	272	1211	548	368	225	418	2	0	2	0	0	4	0	0	0	3	0	0	0	0	0	0	0	7	0
ASV_157	20	94	25	0	20	13	58	93	210	73	12	7	45	14	19	58	102	451	75	88	102	47	50	46	76	147	180	98	76
ASV_158	17	86	197	47	177	62	82	190	712	272	121	249	235	390	451	303	40	86	119	56	35	105	10	52	127	33	50	147	63
ASV_159	186	51	8	60	69	106	412	116	19	174	27	365	49	38	8	92	191	132	3	44	253	25	86	166	36	114	92	137	3
ASV_16	17	12	13	23	10	27	24	19	9	156	1671	2217	692	2653	2085	3539	2636	2982	385	905	1149	6	484	12	3826	2240	3279	930	1026
ASV_160	20	23	4	10	26	9	7	15	3	11	19	63	89	150	50	76	119	27	38	83	241	180	91	139	18	77	17	75	40
ASV_161	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	334	9	381	363	217	213	18	0	219	29	7
ASV_162	109	105	372	216	46	271	164	244	68	182	5	7	183	65	42	0	25	0	27	29	0	47	45	52	164	33	31	36	143
ASV_163	60	97	146	136	134	169	48	198	12	94	39	0	12	0	19	16	45	4	246	115	207	43	146	92	84	235	8	252	27
ASV_164	285	86	100	289	98	404	600	666	62	748	55	70	32	34	42	337	70	51	20	47	512	87	182	6	47	272	205	39	43
ASV_165	613	265	8	0	397	0	623	12	891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_166	53	12	184	10	262	80	7	74	244	22	22	60	37	27	19	198	17	19	92	221	23	50	30	34	69	107	19	36	7
ASV_167	620	39	305	339	253	160	487	1019	268	36	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_168	106	452	339	0	95	169	27	659	52	120	99	36	57	65	4	7	15	4	17	44	3	146	116	22	47	44	33	79	60
ASV_169	23	62	25	23	30	49	34	112	108	54	253	113	153	147	333	67	30	124	167	41	105	115	10	62	142	121	100	141	73
ASV_17	232	600	858	296	830	998	1025	1298	1110	781	907	2360	915	3210	1037	2020	632	1186	1668	805	431	908	267	872	400	540	505	462	349
ASV_170	7	31	84	33	52	0	10	19	151	25	84	17	15	181	119	146	147	132	0	50	93	146	484	321	98	40	336	39	591
ASV_171	30	39	67	3	105	93	37	85	19	76	70	36	82	140	69	112	196	35	65	103	393	167	146	92	55	103	58	137	159
ASV_172	93	16	117	3	16	71	160	46	31	381	2	13	15	27	54	101	15	128	14	12	489	28	172	3	4	33	11	33	13
ASV_173	46	133	167	196	66	62	17	279	89	22	2	20	0	10	15	0	221	4	287	53	6	0	25	0	47	15	86	62	33
ASV_174	30	242	67	216	216	106	41	457	6	127	60	40	45	113	161	76	35	105	27	32	35	62	182	99	36	37	83	43	50
ASV_175	27	8	59	33	36	253	204	93	19	461	34	23	15	55	38	160	40	43	41	29	64	124	86	46	266	22	25	52	242
ASV_176	43	35	25	3	46	22	27	85	28	40	60	66	22	34	31	117	50	70	85	97	247	81	232	99	95	180	61	46	173
ASV_177	43	39	96	86	89	120	20	50	68	73	31	66	15	27	19	34	22	19	10	27	23	65	86	40	80	66	25	79	40
ASV_178	80	1232	222	30	216	368	7	50	207	240	7	7	0	21	84	2	0	0	7	0	0	3	71	3	0	4	0	0	3
ASV_179	239	8	42	123	20	31	82	0	34	0	0	0	17	79	19	22	25	229	20	29	9	34	106	43	95	70	61	33	113
ASV_18	103	417	188	133	233	164	65	186	290	193	3166	1296	2089	1073	2598	542	1422	1594	1900	734	1815	1510	580	1526	2130	1715	2179	1951	1232
ASV_180	53	214	67	37	79	62	44	240	123	91	130	46	17	89	19	13	0	39	24	44	29	62	71	15	15	7	11	10	3
ASV_181	27	62	46	20	20	40	7	46	89	47	154	149	181	147	187	54	35	101	198	53	99	96	10	68	124	73	69	98	80
ASV_182	20	121	163	90	125	115	65	81	173	142	258	143	185	198	310	225	211	171	304	136	192	229	35	148	171	213	280	318	252
ASV_183	3	0	285	166	0	728	235	50	222	0	0	126	2	0	0	0	0	0	44	0	0	0	0	0	266	0	14	0	0
ASV_184	56	35	38	43	197	31	89	105	46	69	376	143	54	41	191	79	27	144	48	74	148	6	45	9	11	286	103	10	10
ASV_185	70	249	222	213	302	164	78	225	278	258	424	242	349	273	520	351	313	311	430	159	166	332	50	194	342	397	483	514	432
ASV_186	3	0	0	0	0	0	2954	66	3	7	0	0	0	0	8	9	2	0	10	0	0	16	0	0	0	0	0	0	0
ASV_187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	477	202	271	84	103	86	488	186
ASV_188	606	437	13	1417	33	9	831	74	3	7	17	60	294	31	161	171	159	43	116	85	38	62	91	170	197	422	136	59	136
ASV_189	222	47	75	186	89	155	395	120	108	134	53	36	25	51	4	92	15	4	82	47	55	140	91	176	171	147	50	95	93
ASV_19	209	460	176	146	557	1646	164	620	3235	1275	627	1104	675	899	562	787	1567	758	181	1288	15	59	66	59	1143	1157	1952	1588	239
ASV_190	10	35	63	27	33	27	31	43	43	40	111	70	74	147	207	115	37	86	130	38	23	74	15	46	76	77	97	85	50
ASV_191	248	129	276	386	66	146	129	89	68	149	24	27	82	72	42	200	82	109	55	88	79	133	86	111	186	55	150	82	133
ASV_192	30	19	8	17	13	4	0	19	15	15	154	20	94	68	122	79	27	54	85	18	47	121	10	43	135	77	53	147	53
ASV_193	30	43	88	60	72	106	58	97	46	80	260	89	213	215	386	205	57	206	222	74	131	195	25	83	186	132	183	232	169
ASV_194	20	140	172	70	210	120	123	267	262	214	99	89	104	226	145	164	57	159	113	41	44	78	10	46	87	84	111	111	113
ASV_195	3	0	0	0	3	0	106	4	0	0	2	0	0	0	11	2	17	0	0	0	1382	0	257	0	0	0	0	7	3
ASV_196	36	8	13	13	0	40	20	12	15	15	12	23	49	65	23	245	30	113	109	68	303	223	91	43	200	136	67	52	143
ASV_197	0	0	0	0	0	0	0	0	0	0	24	0	0	161	23	0	0	4	433	0	829	477	288	358	62	0	180	29	3
ASV_198	66	8	13	7	3	22	44	23	15	18	5	27	54	27	0	494	40	35	3	18	0	381	35	43	98	4	100	75	153
ASV_199	99	249	222	136	92	164	68	256	111	116	275	50	40	75	19	9	92	78	92	277	137	37	303	52	47	114	69	88	23
ASV_2	2369	11054	9887	9756	17570	8106	5669	10184	17647	9967	3944	5873	4646	4751	4052	9115	7716	4575	4390	8815	2787	4446	2815	3656	3400	6321	5195	6773	9625
ASV_20	401	861	937	469	1043	1136	1070	1453	1301	1119	923	577	833	1237	1725	1330	453	708	733	593	672	797	267	539	761	507	575	1015	963
ASV_200	361	31	46	47	30	111	211	1298	6	193	29	0	5	48	11	43	60	4	0	59	61	59	182	28	33	73	6	98	7
ASV_201	33	35	59	57	79	58	37	97	52	76	190	103	205	185	295	193	80	183	136	50	116	136	15	96	149	136	106	262	183
ASV_202	408	183	42	1241	817	27	24	39	22	84	2	7	7	14	34	11	2	12	10	3	3	19	15	15	0	7	0	10	7
ASV_203	20	90	42	10	62	35	24	62	74	44	342	232	250	359	333	52	77	187	280	35	122	96	30	123	171	143	125	98	50
ASV_204	0	35	25	3	30	4	3	19	120	51	77	80	146	62	130	27	62	43	55	38	35	34	5	43	106	55	64	75	30
ASV_205	89	82	272	0	82	44	48	19	157	22	12	3	10	0	23	99	219	78	82	112	102	16	166	197	11	73	31	190	3
ASV_206	36	144	92	356	79	102	27	155	157	54	84	17	91	55	210	142	109	105	75	262	116	53	222	139	58	209	133	232	73
ASV_207	27	4	310	57	105	138	34	70	49	80	2	66	37	41	4	4	0	0	65	153	0	136	0	40	62	0	3	105	86
ASV_208	10	90	33	10	30	49	44	27	142	65	125	129	84	222	222	103	27	105	113	44	67	81	10	86	69	77	78	88	50
ASV_209	1010	51	364	419	253	146	712	136	96	280	0	3	2	0	4	0	5	0	3	0	6	3	0	0	4	4	0	0	0
ASV_21	5105	503	59	828	239	528	1216	1460	40	719	34	189	321	393	203	1040	104	816	447	310	1088	1953	893	308	517	103	255	278	242
ASV_210	318	19	46	70	33	195	262	50	43	280	24	53	5	62	4	103	40	105	17	83	55	47	101	52	69	7	31	39	40
ASV_211	696	203	75	126	292	9	0	46	71	269	24	33	7	21	23	2	17	12	38	12	0	12	10	9	33	15	14	36	0
ASV_212	13	94	159	60	105	133	146	232	839	280	130	189	279	513	574	312	42	144	92	62	44	121	0	49	146	88	78	115	43
ASV_213	43	82	33	83	20	319	184	58	65	51	5	10	35	3	11	43	25	58	17	32	337	16	76	43	7	18	11	3	53
ASV_214	1083	39	126	1251	16	231	879	267	19	403	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ASV_215	13	43	13	17	30	22	27	23	46	22	87	80	79	157	157	99	30	51	99	21	49	96	15	46	109	44	67	82	63
ASV_216	30	105	71	43	43	31	37	70	37	33	53	60	79	31	77	83	97	47	41	85	67	158	76	126	69	33	50	46	76
ASV_217	20	35	50	37	46	53	17	15	19	44	125	143	104	236	142	108	32	124	160	21	55	87	0	52	87	73	97	101	40
ASV_218	50	148	707	120	279	169	910	713	160	142	58	50	27	3	96	47	32	27	3	32	9	34	81	18	4	110	103	82	20
ASV_219	3	4	4	7	13	0	0	31	0	65	815	136	111	92	4	2	12	311	744	9	70	0	0	6	15	11	158	69	0
ASV_22	3290	858	3481	2714	1026	1185	508	66	15	218	7	302	279	21	23	67	2337	3448	1092	711	41	47	1503	2361	2363	2024	19	386	1677
ASV_220	60	90	63	17	16	27	7	15	25	15	207	182	94	103	96	99	67	121	82	74	192	78	96	37	124	283	50	144	53
ASV_221	497	90	130	180	115	93	446	62	31	247	0	3	2	3	0	36	0	12	17	6	38	78	30	77	29	0	11	10	30
ASV_222	464	164	4	419	66	80	531	232	6	58	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ASV_223	50	62	276	768	66	568	133	54	216	142	0	0	0	0	0	0	2	0	3	0	3	25	35	0	0	4	6	0	0
ASV_224	20	39	38	10	33	40	14	39	56	15	186	86	136	120	230	49	70	179	113	62	84	105	5	74	153	99	114	144	83
ASV_225	7	43	33	13	20	93	31	108	120	109	19	30	25	3	0	9	15	4	0	15	64	118	399	207	47	37	31	43	133
ASV_226	374	113	766	43	75	191	143	81	31	120	34	3	20	123	107	22	152	43	20	746	81	19	50	37	58	195	58	59	53
ASV_227	219	179	0	659	92	0	0	0	361	0	19	152	106	24	122	83	67	128	164	83	3	6	0	0	648	1153	364	337	146
ASV_228	13	27	17	23	10	44	44	155	102	69	17	30	25	3	11	2	20	4	0	18	29	180	237	197	33	18	31	20	90
ASV_229	20	97	21	43	203	35	44	217	12	123	415	517	346	496	157	391	443	906	692	304	346	220	111	444	775	367	625	547	359
ASV_23	4055	507	1594	11612	351	2764	1414	205	339	690	82	401	225	1289	119	76	137	591	239	74	913	964	1468	228	240	77	56	56	335
ASV_230	3	4	0	0	0	0	0	0	0	4	60	60	74	65	122	153	152	51	44	65	58	40	106	37	29	70	83	65	143
ASV_231	341	47	33	336	16	297	259	147	3	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_232	311	66	372	57	203	697	78	43	216	22	0	0	0	3	0	2	0	0	3	0	0	0	5	0	0	7	0	0	0
ASV_233	172	183	4	3	0	0	1363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_234	63	97	54	160	46	146	58	39	28	73	27	7	52	7	11	54	22	4	20	35	35	19	5	37	33	84	19	62	43
ASV_235	56	39	100	20	125	31	55	101	25	120	89	17	121	41	8	4	80	292	82	9	3	40	61	89	15	18	6	3	20
ASV_236	23	156	71	86	262	22	3	12	0	163	0	0	0	0	0	0	0	0	0	3	47	0	20	0	0	0	6	0	0
ASV_237	13	31	13	7	36	18	14	27	43	18	17	20	45	27	11	54	70	12	7	21	6	22	71	15	36	29	50	43	53
ASV_238	43	70	59	23	125	58	27	43	62	54	12	50	37	27	8	52	10	39	58	56	61	50	101	59	33	84	31	49	86
ASV_239	27	113	63	57	115	89	3	39	22	4	58	23	42	27	65	29	226	8	17	192	49	47	232	55	29	77	14	26	50
ASV_24	113	78	46	233	92	13	126	213	6	668	4793	1074	940	496	115	52	47	1458	3626	9	733	19	318	55	84	7	739	288	3
ASV_240	232	35	126	103	105	710	204	93	102	163	19	20	94	31	27	18	15	16	0	9	212	127	35	108	113	173	92	147	63
ASV_241	3	23	29	3	36	18	3	19	126	22	84	50	96	68	275	29	47	23	27	29	32	65	10	28	113	51	44	62	30
ASV_242	13	39	397	13	33	333	0	27	691	4	5	0	0	3	19	2	0	0	7	0	0	6	0	0	0	7	0	7	3
ASV_243	7	16	4	0	16	18	3	0	28	22	130	30	87	55	214	27	25	78	123	6	58	56	5	15	113	40	67	59	33
ASV_244	89	78	8	60	10	31	337	2169	12	15	0	3	7	0	0	4	0	4	3	0	3	3	0	3	4	18	3	0	3
ASV_245	46	133	0	53	3	9	72	66	0	4	94	454	428	615	310	27	109	19	512	35	602	400	40	160	233	415	31	98	100
ASV_246	13	101	67	47	115	106	41	97	130	69	494	292	376	301	589	142	134	315	338	74	233	195	50	253	284	206	217	249	216
ASV_247	7	4	0	7	0	71	0	4	3	4	29	136	47	106	27	7	0	0	3	0	3	341	45	117	62	0	42	20	60
ASV_248	17	8	8	10	7	31	20	8	12	11	19	23	52	44	8	222	27	62	119	24	314	217	116	40	146	140	64	62	100
ASV_249	53	66	13	7	20	22	0	4	6	18	96	13	40	58	34	36	331	62	48	177	47	6	35	15	33	140	61	262	20
